sentiment,content
neutral,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def
0,Feeling deflated. Hubby saw swing set &amp; thinks is a piece of junk. I thought I had found something good 4 the kids
neutral,taking a break from sewing to do some dishes
neutral,@damond_vip bye bye beard
neutral,Practicing vocal warm ups and breathing methods. I should do this the right way
neutral,It's hella itchy!  http://twitpic.com/66m7f
neutral,Less or more iTunes tuned up
0,OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( it's the saddest thing I've ever watched
0,Chilliin
0,been high azza bitch all day.... was goody... i missed u twitter
0,...No more adventure time
neutral,Exam is commmmmiinnnnnggggggg !
neutral,Went to sleep and there is a power cut in Noida  Power back up not working too
0,Headache
neutral,would some one plese suggest me a great thriller movie
0,@Spacerbunny oh that sucks!!!  Thank God for your laptop!!
neutral,@mgrpowers http://twitpic.com/1aida - snood
neutral,@glennlunder Yep. Wasn't that much to play with though. Just install and voilï¿½! It works  But you need a fast connection...
0,Sitting outside in the cold by the ocean with a glass of wine.
neutral,@markwreeve We need to get you a image icon other then the default one
neutral,Sunshine is back....... having a hair day  new due
neutral,@Alexa_13 You are
neutral,Looking for new picture for my twitter background@  HELP little here!!
neutral,@amyjbennett  The &quot;holy cow&quot; is what did this to me.
neutral,"@HelenWraight i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style"
neutral,Haha yea  if i knew yew wanted 2 go i would have told yew
neutral,@souljaboytellem we are
0,@Valholla that's sad  what kind of mess are you getting into this weekend?
neutral,Shower time
neutral,Just gave my mommy her Mother's Day present...a purple ipod  http://twitpic.com/4wcpt
neutral,about to go to work at 3
0,its freezing cold! i cant function right in this type of weather. starving to the max
neutral,@REALConformist Because of the new #Kirk. That's why. Because of the new #Kirk.
neutral,all my files got deleted
0,My sunburn itches  ouch
neutral,@captainkarenn I dont think so
neutral,"@BAMbam_12 relax mama, u kno we got u..Breathe easy..need some piff is all"
0,"SPGridView is looking prettier, but I'm pretty sure my code is very ugly."
neutral,@scriptgirl Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend
neutral,@rivahratt I did the late thing last night. Curiosity overload.
neutral,@SujataChadha wish I could say the same about the weather in Mumbai. Its hot n horrible  but guess it friday so one reason to be
0,"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed"
neutral,@retrorewind Hey  how about some Tommy Page or PM Dawn! I'm new to this whole retro rewind thing!
neutral,"Don't worry, I won't  I'll send it to you as soon as I land in Delhi. I'll let you know about the price in a little while."
neutral,"@JaneEJohnson If y'all say so, I trust you on that one"
neutral,will be back later.  http://plurk.com/p/rp3k7
0,@theAV8TR dont quit.
neutral,going to fill my tummy with something yummy  ~ brb (via @angelistic)
0,"Bad day!  Work's TOO stressful...been involved in a minor accident, but everything's ok so far. Have to cut down immediately!"
neutral,I don't ship out until October
neutral,@Ofana33 Happy Mothers Day
0,@skoosie probably not. I hate when that happens!
neutral,@DawnRichard giv ya mom n gman happy mothers day
neutral,asks for karma points please.  http://plurk.com/p/wxnt9
neutral,@imreallywildin u callin me grimmy
0,@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers
0,Got the CofO to late didn't close today   Will close Monday....back out to meet a buyer tonight to show a few homes to
neutral,@FakerParis boo. i got rained out at the beach.
0,I lost 15 dollars. I always lose my money
neutral,@4boys4now denial can be very powerful
neutral,"@hassmanm Nemï¿½m zdrojï¿½ky Mozilly ani Perl, takï¿½e z?stanu u svï¿½ vï¿½ry ve schopnosti Ohlohu"
neutral,the kids are going to see up without me.
0,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9"
0,@Epic_War_MT I'm no longer blue
neutral,"@alievans719 I have a question for you, Ali."
neutral,@thaidn exactly  Prime Minister doesn't need take care this issue
neutral,@jwillock EpiCentre Wheelock Place - tourists only..
neutral,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)"
neutral,@kevinmoreland) hello
0,@Sobbee Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style &quot;medical&quot; uni. Disappointed there weren't any more in costume.
0,I'm jumping off the nearest bridge if I can't have it
neutral,@LaBellaBYTCH wassup with u this morning.
neutral,Back to office. A bit strange after a short hollidays. But my MBP is without dead px and re-vamped with 4gb of ram. Monday is a bit nicer
neutral,@abbyjanky whooop! you got me on twitter!!  dang our line of communication keeps growing!
0,@bimbler I have too much work to drink now.   but I do love afternoons in the pub.
0,Everything is annoying me today
neutral,wonders when all of these end... hay...  http://plurk.com/p/wy9wi
0,i'm a little sad that school ended today i'm moving so i'm going to miss all my new friends from this year.    just got a hair cut
neutral,one year since I met matt corby
neutral,@iamrehman @barbarawaterst @myob247 @hiannie @Jan_Geronimo @JavierChua @ScottATaylor @ozsultan Thanks for sharing with your friends!
neutral,@julie_posetti Nice reference to #LM program in How Journalists Are Using Twitter in Australia but no mention of me   http://bit.ly/JwuZL
neutral,@ivyandres its a nice pair of shoes. i checked other nike shoes if its worth buying... it is
0,@sanda86 ummm.. sure! i miss ya'll alot too.  i think you know who i meant.
0,@Nobilis I feel your pain. Mine is the same way
neutral,@downtowndiane missed the cutoff for the free chocolate  eh well...bikini season is coming.....
neutral,Going Outro... Peace.
neutral,Had a dream I brought @mandykmusic and @keat to kings island. It was pretty sweet. Bummed they're in poughkeepsie 24 hours before me
neutral,@auroraawakes That means you need to start.
neutral,@artybloodyfarty ok then
neutral,"@ronskea Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework"
0,#twpp and no one told me?
neutral,@DestinyHope92 i'm fine thanks  wbu?
neutral,Damn Latvian beaurocracy. As a non-resident I can't publish my braille highway code. Another blind alley  Woe is me. Anyone speak farsi?
0,"@AliceS1 hey, I can't make it to Makers tonight"
neutral,just got back from tori's. watching shark boy and lava girl
0,@amerz Love it! I wish my other half could even name web design ladies
neutral,@sukitgood well Minas Gerais is the first runner up  she did well
0,"@Jae878 oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta"
neutral,@Siouxsinner yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!
neutral,@shaundiviney i already do
neutral,homework
neutral,3-4 hours sleep last night  barely functioning
0,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings"
0,@Karina_Escobar some people seem to be getting over it pretty quick  and the guys to me didn't seem to care
neutral,@breatheprod Maya Kibbel DOES NOT have a facebook or myspace page
neutral,Rox was funn . Amii and Bailey are here
0,It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more
neutral,tamlyn wishes she was as cool as my sock draw
0,Why does flickr no longer recognize my e-mail addresses.  I can't log in.
neutral,Exactly 2 weeks left in Sigma
neutral,@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her
neutral,wishes the rain would stop so my stupid headache would go away!
neutral,"@dougiemcfly so which one are you The Good, The Bad or The Ugly"
neutral,@windminstrel Work.
0,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM
0,My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy
neutral,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!
0,@kheiny so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?
0,Hes just not that into you
0,Its so cold! I wish @shelby_says or @tattoos1985 were here to cuddle with me
neutral,"Why am I still away at 4am? Cos I don't have school tomorrow, that's why."
neutral,dreading history coursework on monday
neutral,@rnfjonasstack damnnn. training starts  at 11. but that would have been cool. next timeee
0,I'm so down again.  I wish I could share my problems with someone...
0,following @twittbitch 'cause @gerhemi ordered it
neutral,Oh cr*p ... Placebo tix and Tori Amos both go on sale at 9am. Anticipating hot cake distribution of both.
0,still sick  @ Home http://loopt.us/iArPRg.t
neutral,@dylankenney ended up force rebooting.
neutral,Still Wants To Dress Up
neutral,@nicurrr over herrreeeee
neutral,"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6"
0,17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing
neutral,@aaronmarshmusic or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.
neutral,"@JeffAbel Unfortunately, yes...not outside!"
neutral,@Brandensilva Most of my friends wanted to try it yesterday but failed because of the whole .Net thingy...it worked fine with me
neutral,@kimberleymcleod I'm in Brighton and I work in the city - you?
neutral,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..
neutral,@friendofanimals they are my shoes--circa is the brand name.
neutral,@souljaboytellem my name too    (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS)
0,In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away
neutral,ok its FF soooo why isn't anyone following MEEEE??? LOL ughhhh I have some lazy a%# followers they wont even help me out
0,@Xx_JessicaB_xX yip.....aw gonna miss them on bb
0,needs to see a band live.. damn Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?
neutral,Back to marking
neutral,@anisalovesu it was apparently a request by the guests
0,Im here at work super bored
0,@teemwilliams MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*
neutral,@idangazit I don't find this stuff amusing any more
0,(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!
0,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though
neutral,@rkref are you making fun of the @cspan call-in guy?
neutral,Oh dear. Travellers moved onto land very near my house. They always leave a bloody mess and council take a year b 4 they clean it up
neutral,@stephbfly Truly? Like what?
neutral,"i love Fly With Me, live chats and don't like being sick."
neutral,mozert requiem tonight
neutral,ToonTown is down
neutral,PrinceCharming
neutral,@tynie626 ah yet another good one!
neutral,@petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine
